#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
27414075	gwEuk.7.583.1	10404	10404	PF00227	PTHR32194		3.4.25.2	K01419	GO:0051603,GO:0005839,GO:0004298				Cre14.g628350.t1.2	g15135.t1,Cre14.g628350.t1.1,ClpQ	
27417017	gwEuk.12.468.1	10418	10418	PF01625	PTHR10173,PTHR10173:SF6	KOG1635	1.8.4.11	K07304	GO:0055114,GO:0008113,GO:0030091,GO:0016671,GO:0006979	AT4G25130.1	PMSR4	peptide met sulfoxide reductase 4	Cre10.g464850.t1.2	g11390.t1,Cre10.g464850.t1.1	Peptide methionine sulfoxide reductase
27416663	gwEuk.5.638.1	10425	10425	PF01227	PTHR11109		3.5.4.16	K01495	GO:0046654,GO:0005737,GO:0003934	AT3G07270.2		GTP cyclohydrolase I	Cre09.g393913.t1.1	g9767.t1,Cre02.g129950.t1.1	
27419577	gwEuk.8.595.1	10432	10432	PF13386	PTHR31272,PTHR31272:SF6			K06196		AT5G54290.2	CcdA	cytochrome c biogenesis protein family	Cre07.g357800.t1.2	g8320.t1,Cre07.g357800.t1.1,CCA1,CCDA	Cytochrome C assembly/biogenesis protein
27419440	gwEuk.8.596.1	10444	10444	PF00098	PTHR23002,PTHR23002:SF69				GO:0008270,GO:0003676	AT3G43590.1		zinc knuckle (CCHC-type) family protein	Cre01.g013800.t1.1	g337.t1,SXD1,TCY1	
27415786	gwEuk.16.354.1	10461	10461	PF01265	PTHR12743		4.4.1.17	K01764	GO:0005739,GO:0004408				Cre16.g690050.t1.2	g16197.t1,Cre16.g690050.t1.1,HCS2	Cytochrome c heme lyase
27415044	gwEuk.2.712.1	10466	10466	PF01217	PTHR11043,PTHR11043:SF0	KOG3343				AT3G09800.1		SNARE-like superfamily protein	Cre08.g371450.t2.1	g8700.t1,COPZ1	Zeta subunit of COP-I complex
27420636	gwEuk.11.481.1	10480	10480	PF00849	PTHR11079,PTHR11079:SF62		5.4.99.29,5.4.99.28		GO:0009982,GO:0009451,GO:0003723,GO:0001522	AT1G76050.2		Pseudouridine synthase family protein	Cre02.g078750.t1.1	g1429.t1,PUS3	tRNA-pseudouridine synthase
27418169	gwEuk.6.710.1	10487	10487	PF01127	PTHR10978,PTHR10978:SF5		1.3.5.1	K00236	GO:0016627				Cre01.g020350.t1.2	g473.t1,Cre01.g020350.t1.1	Succinate dehydrogenase subunit b560
27420262	gwEuk.20.504.1	10503	10503	PF13238	PTHR21087,PTHR21087:SF0		2.7.1.71	K00891		AT4G39540.1	ATSK2,SK2	shikimate kinase 2	Cre10.g436350.t1.1	g10758.t1,SHK5,SHKF1	Shikimate kinase
27415342	gwEuk.4.683.1	10507	10507	PF00515,PF13414	PTHR22904				GO:0005515	AT3G17970.1	atToc64-III,TOC64-III	translocon at the outer membrane of chloroplasts 64-III	Cre09.g398067.t1.1	g9881.t1,Cre02.g135150.t1.1	Peptidyl-prolyl cis-trans isomerase, FKBP-type
27416821	gwEuk.5.648.1	10510	10510		PTHR23102			K14404		AT1G30460.2	ATCPSF30,CPSF30	cleavage and polyadenylation specificity factor 30	Cre24.g755647.t1.1	g18261.t1,Cre05.g231500.t1.1	
27414100	gwEuk.7.585.1	10513	10513	PF13499	PTHR23056,PTHR23056:SF4	KOG0044,KOG0034		K06268		AT3G22930.1	CML11	calmodulin-like 11	Cre03.g178150.t1.1	g3687.t1,CAM1,RSP20	Calmodulin, radial spoke protein
27417560	gwEuk.1.893.1	10514	10514		PTHR11059				GO:0006310,GO:0006281,GO:0005524				Cre07.g347600.t1.1	g8089.t1	
27418015	gwEuk.1.894.1	10519	10519	PF13414	PTHR22904					AT4G12400.2		stress-inducible protein, putative	Cre07.g326800.t1.1	g7600.t1,PPP29	
27418011	gwEuk.1.895.1	10530	10530	PF00076	PTHR24012				GO:0003676	AT3G04500.1		RNA-binding (RRM/RBD/RNP motifs) family protein	Cre02.g088800.t1.2	g1655.t1,Cre02.g088800.t1.1	
27414373	gwEuk.7.586.1	10535	10535	PF00227	PTHR32194		3.4.25.2		GO:0051603,GO:0005839,GO:0004298				Cre14.g628350.t1.2	g15135.t1,Cre14.g628350.t1.1,ClpQ	
27418931	gwEuk.17.239.1	10537	10537	PF13599	PTHR14136					AT2G44920.2		Tetratricopeptide repeat (TPR)-like superfamily protein	Cre16.g687300.t1.2	g16344.t1,Cre16.g687300.t1.1	
27416119	gwEuk.10.515.1	10538	10538	PF00638	PTHR23138				GO:0046907	AT5G58590.1	RANBP1	RAN binding protein 1	Cre09.g394450.t1.2	g9400.t1,Cre09.g394450.t1.1,RBP1	RAN binding protein, RANBP1
27419179	gwEuk.19.114.1	10544	10544	PF00805	PTHR14136					AT1G12250.1		Pentapeptide repeat-containing protein	Cre17.g721700.t1.2	g17461.t1,Cre17.g721700.t1.1	Thylakoid lumenal protein
27418179	gwEuk.6.716.1	10549	10549	PF00179	PTHR24067,PTHR24067:SF54	KOG0426,KOG0419	6.3.2.19	K10578		AT3G17000.1	UBC32	ubiquitin-conjugating enzyme 32	Cre03.g202897.t1.1	g4392.t1,Cre19.g753050.t1.1,Cre19.g753050.t1.2	
27413713	gwEuk.9.597.1	10568	10568	PF08670									Cre03.g186000.t1.2	g3854.t1,Cre03.g186000.t1.1	
27418584	gwEuk.6.718.1	10571	10571	PF01894	PTHR30615	KOG3267	2.5.1.3			AT1G21065.1			Cre17.g739300.t1.2	g17879.t1,Cre17.g739300.t1.1	
27418041	gwEuk.1.899.1	10572	10572												
27418406	gwEuk.6.719.1	10574	10574	PF04134	PTHR34290,PTHR34290:SF2					AT5G50100.1		Putative thiol-disulphide oxidoreductase DCC	Cre03.g145587.t1.1	g2944.t1,Cre01.g059550.t1.1,CPLD1	Putative thiol-disulphide oxidoreductase DCC
27417206	gwEuk.15.348.1	10581	10581	PF13424	PTHR19959					AT5G37590.1		Tetratricopeptide repeat (TPR)-like superfamily protein	Cre01.g025500.t1.1	g585.t1	
27418601	gwEuk.6.721.1	10584	10584	PF00085	PTHR18929		5.3.4.1		GO:0045454	AT1G04980.1	ATPDI10,ATPDIL2-2,PDI10,PDIL2-2	PDI-like 2-2	Cre01.g033550.t1.2	g759.t1,Cre01.g033550.t1.1	Protein disulfide isomerase
27416530	gwEuk.5.652.1	10585	10585	PF02410	PTHR21043,PTHR21043:SF1					AT3G12930.1		Lojap-related protein	Cre03.g205600.t1.2	g4200.t1,Cre03.g205600.t1.1	
27417647	gwEuk.1.902.1	10587	10587	PF00436	PTHR10302,PTHR10302:SF0				GO:0003697,GO:0006260						
27413640	gwEuk.9.598.1	10590	10590	PF01125	PTHR19411	KOG3404		K12873	GO:0005634	AT4G21110.1		G10 family protein	Cre10.g442400.t1.2	g10884.t1,Cre10.g442400.t1.1	
27416524	gwEuk.5.653.1	10591	10591	PF10184	PTHR34123,PTHR34123:SF1					AT2G46100.1		Nuclear transport factor 2 (NTF2) family protein	Cre06.g292400.t1.1	g6775.t1	
27417720	gwEuk.1.905.1	10601	10601	PF01922	PTHR17453,PTHR17453:SF0			K03105	GO:0048500,GO:0008312,GO:0006614	AT1G48160.1		signal recognition particle 19 kDa protein, putative / SRP19, putative	Cre02.g095070.t1.1	g1844.t1,Cre11.g471200.t1.1,SRP19	Subunit of the Signal Recognition Particle
27419376	gwEuk.8.601.1	10610	10610												
27417174	gwEuk.12.478.1	10612	10612												
27415772	gwEuk.16.357.1	10629	10629	PF13857	PTHR24198					AT1G14000.1	VIK	VH1-interacting kinase	Cre10.g437250.t1.2	g10775.t1,Cre10.g437250.t1.1	
27415492	gwEuk.4.697.1	10630	10630	PF02325	PTHR33219,PTHR33219:SF4				GO:0016020	AT5G21920.1	ATYLMG2,YLMG2	YGGT family protein	Cre12.g557050.t1.2	g13387.t1,Cre12.g557050.t1.1	Predicted protein
27413280	gwEuk.3.812.1	10631	10631	PF01529	PTHR22883		2.3.1.225		GO:0008270	AT3G56930.1		DHHC-type zinc finger family protein	Cre12.g542550.t1.1	g13720.t1	
27417297	gwEuk.15.351.1	10632	10632	PF01529	PTHR22883,PTHR22883:SF79		2.3.1.225		GO:0008270	AT4G15080.1		DHHC-type zinc finger family protein	Cre10.g429600.t1.2	g10611.t1,Cre10.g429600.t1.1	
27415713	gwEuk.4.698.1	10646	10646	PF00085	PTHR18929,PTHR18929:SF94	KOG0907	5.3.4.1	K09584	GO:0045454	AT2G47470.1	ATPDI11,ATPDIL2-1,MEE30,PDI11,UNE5	thioredoxin family protein	Cre16.g692751.t1.1	g15623.t1,PDI3	
27418461	gwEuk.6.727.1	10647	10647	PF13855	PTHR23155				GO:0005515	AT3G26500.1	PIRL2	plant intracellular ras group-related LRR 2	Cre17.g715200.t1.1	g17314.t1	
27413204	gwEuk.3.816.1	10652	10652	PF00085	PTHR10438		3.5.1.52		GO:0045454,GO:0015035,GO:0006662	AT5G42980.1	ATH3,ATTRX3,ATTRXH3,TRX3,TRXH3	thioredoxin 3	Cre05.g248500.t1.2	g5162.t1,Cre05.g248500.t1.1	Mitochondrial thioredoxin o
27413311	gwEuk.3.817.1	10658	10658	PF01423	PTHR23338				GO:0006396	AT4G02840.2		Small nuclear ribonucleoprotein family protein	Cre16.g665400.t1.2	g16060.t1,Cre16.g665400.t1.1,SMP9	Small nuclear ribonucleoprotein SmD1
27419780	gwEuk.14.486.1	10660	10660												
27414315	gwEuk.7.594.1	10662	10662	PF12159	PTHR35473					AT1G64355.1			Cre08.g376450.t1.2	g8867.t1,Cre08.g376450.t1.1	Predicted protein
27419093	gwEuk.17.245.1	10664	10664	PF00111	PTHR19370,PTHR19370:SF110			K02639	GO:0051536,GO:0009055	AT1G60950.1	ATFD2,FED A	2Fe-2S ferredoxin-like superfamily protein	Cre06.g306350.t1.2	g7097.t1,Cre06.g306350.t1.1	Ferredoxin
27419210	gwEuk.8.607.1	10668	10668	PF02325	PTHR33219,PTHR33219:SF1			K02221	GO:0016020	AT5G36120.1	atylmg3,CCB3,YLMG3	cofactor assembly, complex C (B6F)	Cre01.g052400.t1.2	g1161.t1,Cre01.g052400.t1.1	CPLD43 protein, required for cyt b6 assembly
27417533	gwEuk.1.909.1	10686	10686	PF02416	PTHR33162,PTHR33162:SF1			K03116	GO:0015031,GO:0008565	AT5G28750.1		Bacterial sec-independent translocation protein mttA/Hcf106	Cre10.g438550.t1.2	g10802.t1,Cre10.g438550.t1.1,TAT1,TATA	TatA-like sec-independent protein translocator subunit
27413971	gwEuk.7.64.1	1075	1075	PF00005	PTHR19211	KOG0062	3.6.1.3		GO:0016887,GO:0005524	AT1G64550.1	ATGCN3,GCN3	general control non-repressible 3	Cre11.g478128.t1.1	g11870.t1	
27416030	gwEuk.10.1.1	11	11	PF00364,PF13535,PF02785,PF00289,PF08326,PF01039	PTHR18866,PTHR18866:SF6		6.4.1.2		GO:0006633,GO:0005524,GO:0003989	AT1G36160.2	ACC1,AT-ACC1,EMB22,GK,PAS3	acetyl-CoA carboxylase 1	Cre08.g373050.t1.1	g8736.t1,BCC3	
27416905	gwEuk.12.58.1	1100	1100	PF00012	PTHR19375,PTHR19375:SF190			K09489		AT1G79920.1		Heat shock protein 70 (Hsp 70) family protein	Cre16.g677000.t1.2	g16575.t1,Cre16.g677000.t1.1	Heat shock protein 70E
27419347	gwEuk.8.68.1	1114	1114	PF04851,PF00271	PTHR24031,PTHR24031:SF125	KOG0331	3.6.4.13		GO:0016787,GO:0005524,GO:0003677	AT2G47330.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre12.g522850.t1.2	g12876.t1,Cre12.g522850.t1.1,HEL55	
27419432	gwEuk.8.69.1	1118	1118	PF07645,PF02225	PTHR22765,PTHR22765:SF56				GO:0005509	AT2G14720.1	BP80-2;1,MTV4,VSR2;1,VSR4	vacuolar sorting receptor 4	Cre02.g095111.t1.1	g1884.t1,Cre11.g472850.t1.1,Cre11.g472850.t1.2,VSR1	Vacuolar Sorting Receptor
27417219	gwEuk.15.36.1	1175	1175	PF10392	PTHR13228,PTHR13228:SF3	KOG2211			GO:0017119,GO:0006891	AT1G67930.1		Golgi transport complex protein-related	Cre17.g721900.t1.2	g17465.t1,Cre17.g721900.t1.1,COG5	Component of oligomeric golgi complex
27414035	gwEuk.7.72.1	1178	1178	PF13245	PTHR10887,PTHR10887:SF366		3.6.4.13,3.6.4.12			AT2G03270.1		DNA-binding protein, putative	Cre10.g442650.t1.2	g10889.t1,Cre10.g442650.t1.1	
27416129	gwEuk.10.58.1	1184	1184	PF00171	PTHR11063,PTHR11063:SF8		1.2.1.41,2.7.2.11	K00147	GO:0055114,GO:0016491,GO:0008152	AT3G55610.1	P5CS2	delta 1-pyrroline-5-carboxylate synthase 2	Cre03.g146527.t1.1	g2991.t1,Cre01.g061800.t1.1,Cre01.g061800.t1.2,GSD1	Glutamic-gamma-semialdehyde dehydrogenase
27414202	OVA_eugene.0700010242	118778	118778	PF01789	PTHR31407,PTHR31407:SF4			K02717	GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509	AT3G55330.1	PPL1	PsbP-like protein 1	Cre12.g509050.t1.1	g12371.t1	OEE2-like protein of thylakoid lumen
27413400	OVA_eugene.0300010214	118781	118781	PF04760,PF01926,PF11987	PTHR23115,PTHR23115:SF138		3.6.5.3	K02519	GO:0005525	AT1G17220.1	FUG1	Translation initiation factor 2, small GTP-binding protein	Cre07.g341850.t1.2	g7951.t1,Cre07.g341850.t1.1,EIF2,INFB	
27415015	eugene1.1.0200010140	119295	119295		PTHR15598,PTHR15598:SF5			K12616		AT3G13290.1	VCR	varicose-related	Cre12.g553100.t1.1	g13474.t1	
27414920	eugene1.1.0200010850	119367	119367	PF04046,PF04037	PTHR12785,PTHR12785:SF6	KOG2330		K12829	GO:0005634	AT4G21660.1		proline-rich spliceosome-associated (PSP) family protein	Cre12.g514450.t1.2	g12696.t1,Cre12.g514450.t1.1,SPL20	
27414786	eugene1.1.0200010860	119368	119368	PF00782	PTHR10343,PTHR10343:SF58				GO:0008138,GO:0006470	AT3G10940.1		dual specificity protein phosphatase (DsPTP1) family protein	Cre09.g403050.t1.1	g9201.t1,DSP6	Dual-specificity protein phosphatase
27414889	eugene1.1.0200010870	119369	119369												
27414446	eugene1.1.0200010875	119370	119370	PF00646	PTHR24006				GO:0005515	AT3G44670.2		Disease resistance protein (TIR-NBS-LRR class) family	Cre02.g101250.t1.2	g2066.t1,Cre02.g101250.t1.1	
27414607	eugene1.1.0200010950	119378	119378	PF02427	PTHR34549			K02693	GO:0015979,GO:0009538,GO:0009522	AT2G20260.1	PSAE-2	photosystem I subunit E-2	Cre10.g420350.t1.2	g10401.t1,Cre10.g420350.t1.1	Photosystem I 8.1 kDa reaction center subunit IV
27414794	eugene1.1.0200011050	119388	119388	PF02545		KOG1509		K06287	GO:0005737	AT5G66550.1		Maf-like protein	Cre12.g514800.t1.1	g12703.t1	
27414926	eugene1.1.0200011055	119389	119389	PF11326						AT4G25315.2		Expressed protein			
27414912	eugene1.1.0200011060	119390	119390	PF00753,PF01613	PTHR32145,PTHR32145:SF18		1.5.3.22		GO:0010181				Cre16.g691800.t1.1	g15643.t1	
27414624	eugene1.1.0200011120	119396	119396												
27414875	eugene1.1.0200011210	119405	119405	PF03382			2.7.10.1						Cre01.g044350.t1.1	g992.t1	
27414659	eugene1.1.0200011800	119464	119464	PF00364,PF00198	PTHR23151,PTHR23151:SF8	KOG0559	2.3.1.61	K00658	GO:0016746,GO:0008152	AT4G26910.1		Dihydrolipoamide succinyltransferase	Cre07.g343700.t1.2	g7996.t1,Cre07.g343700.t1.1,OGD2	Dihydrolipoamide succinyltransferase, oxoglutarate dehydrogenase E2 component
27414953	eugene1.1.0200011810	119465	119465	PF04937											
27414645	eugene1.1.0200011880	119472	119472	PF13417,PF03055	PTHR10543	KOG1285	1.13.11.51		GO:0005515	AT3G63520.1	ATCCD1,ATNCED1,CCD1,NCED1	carotenoid cleavage dioxygenase 1	Cre03.g149650.t1.1	g3044.t1	Carotenoid cleavage dioxygenase
27414890	eugene1.1.0200011890	119473	119473	PF13419	PTHR18901,PTHR18901:SF4	KOG2914	5.4.2.6			AT4G11570.1		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	Cre03.g193300.t1.2	g3999.t1,Cre03.g193300.t1.1	
27414514	eugene1.1.0200011900	119474	119474	PF02685	PTHR30514,PTHR30514:SF0		2.7.1.2		GO:0051156,GO:0006096,GO:0005524,GO:0004340				Cre01.g032700.t1.2	g739.t1,Cre01.g032700.t1.1	Glucokinase
27414796	eugene1.1.0200011920	119476	119476												
27414559	eugene1.1.0200011940	119479	119479	PF03221,PF03184	PTHR19303,PTHR19303:SF213				GO:0003676				Cre10.g465050.t1.1	g11395.t1	
27414518	eugene1.1.0200011950	119480	119480	PF10644,PF03953	PTHR11588,PTHR11588:SF7		2.4.2.1	K10389	GO:0007017,GO:0005874,GO:0031122,GO:0007020,GO:0000930	AT5G05620.1	ATGCP2,GCP2,TUBG2	gamma-tubulin  complex protein 2	Cre06.g299300.t1.2	g6923.t1,Cre06.g299300.t1.1,TUG1	Gamma tubulin
27414455	eugene1.1.0200011960	119481	119481	PF01040	PTHR11048,PTHR11048:SF25		2.5.1.116	K09833	GO:0016021,GO:0004659	AT2G18950.1	ATHPT,HPT1,TPT1,VTE2	homogentisate phytyltransferase 1	Cre09.g414000.t1.2	g10254.t1,Cre09.g414000.t1.1,VTE8	
27415036	eugene1.1.0200011970	119482	119482	PF01280	PTHR10722	KOG1696		K02885	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT3G16780.1		Ribosomal protein L19e family protein	Cre02.g075700.t1.2	g1356.t1,Cre02.g075700.t1.1	Ribosomal protein L19, component of cytosolic 80S ribosome and 60S large subunit
27414473	eugene1.1.0200011990	119483	119483	PF00271,PF00270	PTHR24031,PTHR24031:SF68	KOG0335	3.6.4.13		GO:0005524,GO:0003676	AT4G15850.1	ATRH1,RH1	RNA helicase 1	Cre07.g319750.t1.2	g7395.t1,Cre07.g319750.t1.1,HEL35	
27414893	eugene1.1.0200012000	119484	119484	PF01200	PTHR10769	KOG3502		K02979	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT3G10090.1		Nucleic acid-binding, OB-fold-like protein	Cre12.g510450.t1.2	g12340.t1,Cre12.g510450.t1.1	Ribosomal protein S28, component of cytosolic 80S ribosome and 40S small subunit
27414516	eugene1.1.0200012010	119485	119485	PF03834	PTHR12749,PTHR12749:SF0	KOG2841		K10849		AT3G05210.1	ERCC1,UVR7	nucleotide repair protein, putative	Cre03.g196651.t1.1	g4073.t1,Cre03.g196650.t1.3,RAD10	
