#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
27395366	fgenesh2_pg.C_Chr_05000033	100340	100340	PF02622	PTHR31984,PTHR31984:SF1			K07735		AT3G29240.1		Protein of unknown function (DUF179)	Cre04.g223700.t1.2	g4882.t1,Cre04.g223700.t1.1	
27395703	fgenesh2_pg.C_Chr_05000048	100355	100355												
27395392	fgenesh2_pg.C_Chr_05000050	100357	100357	PF00226						AT1G79940.4	ATERDJ2A	DnaJ / Sec63 Brl domains-containing protein	Cre16.g671329.t1.1	g16117.t1,Cre01.g062950.t1.1,Cre01.g062950.t1.2,DNJ4	DnaJ-like protein
27395565	fgenesh2_pg.C_Chr_05000068	100375	100375	PF00648	PTHR10183		3.4.22.54		GO:0006508,GO:0005622,GO:0004198	AT1G55350.2	ATDEK1,DEK1,EMB1275,EMB80	calpain-type cysteine protease family	Cre02.g112250.t1.2	g2310.t1,Cre02.g112250.t1.1,CAL2	
27395396	fgenesh2_pg.C_Chr_05000070	100377	100377	PF07779	PTHR13533,PTHR13533:SF1	KOG1699	2.3.1.45			AT2G34410.1		O-acetyltransferase family protein	Cre09.g389950.t1.2	g9497.t1,Cre09.g389950.t1.1,OAT1	O-acetyltransferase-related protein
27395957	fgenesh2_pg.C_Chr_05000076	100383	100383		PTHR22844					AT4G25440.1	ZFWD1	zinc finger WD40 repeat protein 1	Cre06.g278175.t1.1	g6318.t1,Cre13.g597050.t1.1,Cre13.g597050.t1.2	
27395602	fgenesh2_pg.C_Chr_05000078	100385	100385	PF03807,PF14748	PTHR11645,PTHR11645:SF28	KOG3124	1.5.1.2	K00286	GO:0055114,GO:0006561,GO:0004735	AT5G14800.1	AT-P5C1,AT-P5R,EMB2772,P5CR	pyrroline-5- carboxylate (P5C) reductase	Cre03.g154550.t1.1	g3149.t1,PCR1	Pyrroline-5-carboxylate reductase
27395435	fgenesh2_pg.C_Chr_05000096	100403	100403	PF13229									Cre05.g241633.t1.1	g5328.t1,Cre24.g770600.t1.1,Cre24.g770600.t1.2	
27395316	fgenesh2_pg.C_Chr_05000104	100411	100411										Cre14.g611484.t2.1	g14739.t2	
27395698	fgenesh2_pg.C_Chr_05000111	100418	100418							AT4G18240.1	ATSS4,SS4,SSIV	starch synthase 4			
27395280	fgenesh2_pg.C_Chr_05000115	100422	100422												
27395645	fgenesh2_pg.C_Chr_05000117	100424	100424	PF00642,PF07714,PF06479	PTHR13954,PTHR13954:SF6	KOG0198	2.7.11.1	K08852	GO:0046872,GO:0006468,GO:0004672,GO:0006397,GO:0004540	AT2G17520.1	ATIRE1-2,IRE1-2,IRE1A	Endoribonuclease/protein kinase IRE1-like	Cre08.g371052.t1.1	g8693.t1	
27395567	fgenesh2_pg.C_Chr_05000121	100428	100428												
27395977	fgenesh2_pg.C_Chr_05000125	100432	100432		PTHR38360,PTHR38360:SF1					AT1G65900.1			Cre02.g081050.t1.2	g1482.t1,Cre02.g081050.t1.1	Flagellar Associated Protein
27395296	fgenesh2_pg.C_Chr_05000129	100436	100436				3.4.21.72								
27395821	fgenesh2_pg.C_Chr_05000134	100441	100441												
27395938	fgenesh2_pg.C_Chr_05000136	100443	100443	PF09773	PTHR21274,PTHR21274:SF0	KOG4611		K19348	GO:0042384,GO:0036038,GO:0010826				Cre13.g584901.t1.1	g14357.t1,Cre13.g584900.t1.3	
27395796	fgenesh2_pg.C_Chr_05000142	100449	100449	PF00534	PTHR12526,PTHR12526:SF374		2.4.1.250			AT3G10630.1		UDP-Glycosyltransferase superfamily protein	Cre02.g118801.t1.1	g2465.t1,Cre02.g118800.t1.2,GTR	
27395851	fgenesh2_pg.C_Chr_05000144	100451	100451							AT3G04710.1		ankyrin repeat family protein	Cre02.g106850.t1.2	g2190.t1,Cre02.g106850.t1.1,TPR6	
27395372	fgenesh2_pg.C_Chr_05000161	100468	100468												
27395410	fgenesh2_pg.C_Chr_05000163	100470	100470					K14317					Cre07.g313500.t1.2	g7256.t1,Cre07.g313500.t1.1	
27395362	fgenesh2_pg.C_Chr_05000170	100477	100477	PF01734	PTHR24185,PTHR24185:SF1				GO:0006629	AT1G61850.1		phospholipases;galactolipases	Cre10.g425100.t1.2	g10508.t1,Cre10.g425100.t1.1	
27396007	fgenesh2_pg.C_Chr_05000173	100480	100480	PF00226	PTHR24078,PTHR24078:SF319					AT1G68370.1	ARG1	Chaperone DnaJ-domain superfamily protein	Cre09.g389245.t1.1	g9636.t1,Cre02.g124200.t1.1	
27395714	fgenesh2_pg.C_Chr_05000178	100485	100485												
27395754	fgenesh2_pg.C_Chr_05000181	100488	100488	PF07690	PTHR23505	KOG1330			GO:0055085,GO:0016021	AT2G29650.1	ANTR1,PHT4;1	phosphate transporter 4;1	Cre16.g692116.t1.1	g16881.t1,Cre01.g073000.t1.1	
27395369	fgenesh2_pg.C_Chr_05000190	100497	100497												
27395682	fgenesh2_pg.C_Chr_05000195	100502	100502	PF03619	PTHR23423,PTHR23423:SF17	KOG2641				AT3G05940.1		Protein of unknown function (DUF300)	Cre12.g502400.t1.2	g12523.t1,Cre12.g502400.t1.1	
27395735	fgenesh2_pg.C_Chr_05000199	100506	100506	PF00856	PTHR12197		2.1.1.43		GO:0005515	AT3G21820.1	ATXR2,SDG36	histone-lysine N-methyltransferase ATXR2	Cre01.g041100.t1.1	g920.t1,HLM3	
27395584	fgenesh2_pg.C_Chr_05000221	100528	100528	PF00069	PTHR23257		2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT2G40860.1		protein kinase family protein / protein phosphatase 2C ( PP2C) family protein	Cre16.g695218.t1.2	g15564.t1,Cre16.g695218.t1.1	
27395441	fgenesh2_pg.C_Chr_05000225	100532	100532												
27395831	fgenesh2_pg.C_Chr_05000227	100534	100534	PF08373	PTHR21228,PTHR21228:SF20								Cre14.g614550.t1.1	g14807.t1,CLR7,OPR62	
27395954	fgenesh2_pg.C_Chr_05000228	100535	100535												
27395403	fgenesh2_pg.C_Chr_05000240	100547	100547	PF01370,PF08338	PTHR11092,PTHR11092:SF1	KOG3019		K07071	GO:0050662,GO:0003824	AT2G21280.1	ATSULA,GC1,SULA	NAD(P)-binding Rossmann-fold superfamily protein	Cre05.g233305.t2.1	g5110.t1,Cre05.g233150.t1.3	
27395442	fgenesh2_pg.C_Chr_05000241	100548	100548	PF02958									Cre04.g219300.t1.2	g4779.t1,Cre04.g219300.t1.1	
27395707	fgenesh2_pg.C_Chr_05000251	100558	100558	PF03463,PF03465,PF03464	PTHR10113			K03265	GO:0016149,GO:0006415,GO:0005737	AT3G26618.1	ERF1-3	eukaryotic release factor 1-3	Cre13.g587050.t1.2	g14403.t1,Cre13.g587050.t1.1,ERF1	Eukaryotic release factor
27395448	fgenesh2_pg.C_Chr_05000266	100573	100573												
27395550	fgenesh2_pg.C_Chr_05000268	100575	100575												
27395662	fgenesh2_pg.C_Chr_05000269	100576	100576	PF03331	PTHR33694,PTHR33694:SF1		3.5.1.108		GO:0009245,GO:0008759	AT1G25210.2		UDP-3-O-acyl N-acetylglycosamine deacetylase family protein	Cre03.g143867.t1.1	g2857.t1,Cre01.g056000.t1.1,Cre01.g056000.t1.2	
27395967	fgenesh2_pg.C_Chr_05000282	100589	100589		PTHR13173			K13220		AT1G49590.1		C2H2 and C2HC zinc fingers superfamily protein	Cre06.g309150.t1.2	g7153.t1,Cre06.g309150.t1.1,ROC56	
27395933	fgenesh2_pg.C_Chr_05000291	100598	100598	PF01920	PTHR13303	KOG4098		K09549	GO:0051082,GO:0016272,GO:0006457	AT3G22480.2	PDF2	prefoldin 2	Cre07.g342250.t1.2	g7941.t1,Cre07.g342250.t1.1,PFD2	Prefoldin molecular chaperone, subunit 2
27395482	fgenesh2_pg.C_Chr_05000296	100603	100603	PF08510	PTHR21726		2.4.1.198	K03861		AT2G39445.1		Phosphatidylinositol N-acetylglucosaminyltransferase, GPI19/PIG-P subunit	Cre01.g055424.t1.1	g1228.t1,Cre23.g768300.t1.1	
27395802	fgenesh2_pg.C_Chr_05000298	100605	100605	PF03992	PTHR34474,PTHR34474:SF2		1.14.99.3						Cre07.g312300.t1.2	g7226.t1,Cre07.g312300.t1.1	
27395907	fgenesh2_pg.C_Chr_05000300	100607	100607	PF00406	PTHR23359,PTHR23359:SF94	KOG3078	2.7.4.3	K00939	GO:0019205,GO:0006139,GO:0005524	AT2G37250.1	ADK,ATPADK1	adenosine kinase	Cre08.g377100.t1.2	g8881.t1,Cre08.g377100.t1.1,ADK6	Adenylate kinase
27395723	fgenesh2_pg.C_Chr_05000302	100609	100609	PF12796,PF00850	PTHR10625,PTHR10625:SF130		3.5.1.98			AT1G08460.1	ATHDA8,HDA08,HDA8	histone deacetylase 8	Cre11.g467785.t1.1	g11715.t1,Cre22.g762650.t1.1	
27395834	fgenesh2_pg.C_Chr_05000317	100624	100624												
27395705	fgenesh2_pg.C_Chr_05000318	100625	100625		PTHR15107					AT3G52115.1	ATCOM1,ATGR1,COM1,GR1	gamma response gene 1			
27395294	fgenesh2_pg.C_Chr_05000322	100629	100629	PF00027,PF00520	PTHR10217	KOG0500			GO:0055085,GO:0016020,GO:0006811,GO:0005216	AT4G22200.1	AKT2,AKT2/3,AKT3,KT2/3	potassium transport 2/3	Cre06.g278111.t1.1	g6254.t1,Cre13.g594050.t1.1,Cre13.g594050.t1.2	
27395462	fgenesh2_pg.C_Chr_05000326	100633	100633												
27395480	fgenesh2_pg.C_Chr_05000329	100636	100636												
27395273	fgenesh2_pg.C_Chr_05000332	100639	100639		PTHR13720,PTHR13720:SF13								Cre03.g185650.t1.2	g3847.t1,Cre03.g185650.t1.1	Flagellar Associated Protein
27395666	fgenesh2_pg.C_Chr_05000335	100642	100642												
27395689	fgenesh2_pg.C_Chr_05000350	100657	100657	PF13893,PF00076	PTHR24012,PTHR24012:SF497				GO:0003676	AT1G71770.1	PAB5	poly(A)-binding protein 5	Cre01.g039300.t1.2	g878.t1,Cre01.g039300.t1.1	Polyadenylate-binding protein RB47
27395383	fgenesh2_pg.C_Chr_05000359	100666	100666	PF03151	PTHR11132,PTHR11132:SF98	KOG1441		K15285		AT1G06890.1		nodulin MtN21 /EamA-like transporter family protein	Cre02.g144300.t1.2	g2587.t1,Cre02.g144300.t1.1,TPT6	
27395751	fgenesh2_pg.C_Chr_05000360	100667	100667							AT5G03900.1		Iron-sulphur cluster biosynthesis family protein	Cre07.g338350.t1.2	g7871.t1,Cre07.g338350.t1.1	Predicted protein
27395527	fgenesh2_pg.C_Chr_05000368	100675	100675												
27395782	fgenesh2_pg.C_Chr_05000369	100676	100676	PF00134	PTHR10026				GO:0019901,GO:0006355,GO:0000079	AT5G45190.1		Cyclin family protein	Cre07.g321650.t1.2	g7434.t1,Cre07.g321650.t1.1	L-type cyclin
27395289	fgenesh2_pg.C_Chr_05000375	100682	100682		PTHR23534								Cre13.g591350.t1.1	g14501.t1,MFT27	
27395734	fgenesh2_pg.C_Chr_05000376	100683	100683	PF04982	PTHR33741,PTHR33741:SF1								Cre12.g521851.t1.1	g12854.t1	
27395923	fgenesh2_pg.C_Chr_05000390	100697	100697												
27395495	fgenesh2_pg.C_Chr_05000394	100701	100701	PF13439,PF00534	PTHR12526,PTHR12526:SF363					AT5G01220.1	SQD2	sulfoquinovosyldiacylglycerol 2	Cre16.g689150.t1.2	g16178.t1,Cre16.g689150.t1.1,GTR23	Sulfolipid synthase
27395722	fgenesh2_pg.C_Chr_05000400	100707	100707	PF00069	PTHR23257		2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT2G28970.1		Leucine-rich repeat protein kinase family protein	Cre03.g194100.t1.2	g4017.t1,Cre03.g194100.t1.1,MAPKKK3	Mitogen-Activated Protein Kinase Kinase Kinase
27395606	fgenesh2_pg.C_Chr_05000406	100713	100713	PF04072	PTHR13600				GO:0032259,GO:0008168	AT5G42760.1		Leucine carboxyl methyltransferase	Cre17.g737650.t1.1	g17845.t1,SOM6	
27395578	fgenesh2_pg.C_Chr_05000417	100724	100724	PF00892	PTHR23051,PTHR23051:SF1	KOG2765		K15289	GO:0016021,GO:0016020	AT3G07080.1		EamA-like transporter family	Cre07.g353850.t1.2	g8232.t1,Cre07.g353850.t1.1	
27395405	fgenesh2_pg.C_Chr_05000418	100725	100725	PF00041,PF04031	PTHR15002				GO:0005515	AT5G12220.1		las1-like family protein	Cre01.g002201.t1.2	g52.t2,Cre01.g002201.t1.1	
27395300	fgenesh2_pg.C_Chr_05000427	100734	100734	PF06273						AT3G26400.1	EIF4B1	eukaryotic translation initiation factor 4B1	Cre16.g688050.t1.1	g16326.t1	
27395650	fgenesh2_pg.C_Chr_05000441	100748	100748												
27395864	fgenesh2_pg.C_Chr_05000443	100750	100750	PF03382											
27395311	fgenesh2_pg.C_Chr_05000445	100752	100752	PF02167	PTHR10266,PTHR10266:SF3	KOG3052		K00413	GO:0020037,GO:0009055	AT5G40810.1		Cytochrome C1 family	Cre15.g638500.t1.2	g15442.t1,Cre15.g638500.t1.1	Ubiquinol:cytochrome c oxidoreductase cytochrome c1
27395971	fgenesh2_pg.C_Chr_05000446	100753	100753	PF04762	PTHR12747	KOG1920		K11373		AT5G13680.1	ABO1,ELO2	IKI3 family protein	Cre08.g372500.t1.2	g8724.t1,Cre08.g372500.t1.1	
27395395	fgenesh2_pg.C_Chr_05000452	100759	100759	PF04389	PTHR12147,PTHR12147:SF22					AT5G20660.1		Zn-dependent exopeptidases superfamily protein	Cre02.g108100.t1.1	g2216.t1	
27395267	fgenesh2_pg.C_Chr_05000466	100773	100773	PF06026	PTHR11934,PTHR11934:SF8	KOG3075	5.3.1.6	K01807	GO:0009052,GO:0004751	AT5G44520.1		NagB/RpiA/CoA transferase-like superfamily protein	Cre07.g314600.t1.2	g7278.t1,Cre07.g314600.t1.1	Ribose-5 phosphate isomerase-related protein
27395931	fgenesh2_pg.C_Chr_05000467	100774	100774	PF01465					GO:0005515,GO:0000042						
27395493	fgenesh2_pg.C_Chr_05000479	100786	100786	PF00168					GO:0005515				Cre06.g254850.t1.1	g5731.t1	
27395991	fgenesh2_pg.C_Chr_05000482	100789	100789	PF02536	PTHR13068			K15032	GO:0006355,GO:0005739,GO:0003690	AT5G55580.1		Mitochondrial transcription termination factor family protein	Cre12.g542500.t1.2	g13722.t1,Cre12.g542500.t1.1	Mitochondrial transcription termination factor
27395510	fgenesh2_pg.C_Chr_05000483	100790	100790	PF07967	PTHR15835,PTHR15835:SF2	KOG4765			GO:0008270,GO:0005634	AT1G48950.1		C3HC zinc finger-like 	Cre09.g394843.t1.1	g9793.t1,Cre02.g131200.t1.1,Cre02.g131200.t1.2	
27395373	fgenesh2_pg.C_Chr_05000486	100793	100793	PF00112	PTHR12411,PTHR12411:SF340	KOG1543	3.4.18.1	K08568	GO:0008234,GO:0006508	AT4G01610.1		Cysteine proteinases superfamily protein	Cre12.g498850.t1.2	g12608.t1,Cre12.g498850.t1.1,CEP12	
27395837	fgenesh2_pg.C_Chr_05000487	100794	100794	PF03159	PTHR12341			K12618	GO:0004527,GO:0003676	AT5G42540.2	AtXRN2,XRN2	exoribonuclease 2	Cre03.g152100.t1.2	g3095.t1,Cre03.g152100.t1.1,XRN2	5\' to 3\' exoribonuclease
27402128	fgenesh2_pg.C_Chr_06000003	100802	100802	PF13975									Cre17.g703050.t1.2	g17043.t1,Cre17.g703050.t1.1	
27402362	fgenesh2_pg.C_Chr_06000008	100807	100807												
27401815	fgenesh2_pg.C_Chr_06000021	100820	100820												
27402047	fgenesh2_pg.C_Chr_06000051	100850	100850	PF05965,PF05964			2.1.1.43		GO:0005634						
27402326	fgenesh2_pg.C_Chr_06000054	100853	100853	PF14822	PTHR15750,PTHR15750:SF2				GO:0045765,GO:0005737						
27401796	fgenesh2_pg.C_Chr_06000068	100867	100867												
27402185	fgenesh2_pg.C_Chr_06000075	100874	100874												
27402138	fgenesh2_pg.C_Chr_06000085	100884	100884	PF01423	PTHR15588,PTHR15588:SF8	KOG1782		K12620		AT3G14080.1		Small nuclear ribonucleoprotein family protein	Cre12.g538750.t1.2	g13246.t1,Cre12.g538750.t1.1,LSM1	U6 snRNA-associated Sm-like protein LSm1
27402416	fgenesh2_pg.C_Chr_06000089	100888	100888										Cre10.g429850.t1.2	g10618.t1,Cre10.g429850.t1.1	
27401811	fgenesh2_pg.C_Chr_06000099	100898	100898												
27402191	fgenesh2_pg.C_Chr_06000100	100899	100899	PF00300,PF00400,PF08614	PTHR19878,PTHR19878:SF8	KOG0288		K17890	GO:0005515	AT5G50230.1		Transducin/WD40 repeat-like superfamily protein	Cre05.g242856.t1.1	g5290.t1	
27402255	fgenesh2_pg.C_Chr_06000105	100904	100904		PTHR40131,PTHR40131:SF1								Cre02.g118750.t1.1	g2464.t1	
27401826	fgenesh2_pg.C_Chr_06000106	100905	100905			KOG4421									
27402103	fgenesh2_pg.C_Chr_06000109	100908	100908												
27401827	fgenesh2_pg.C_Chr_06000115	100914	100914												
27402472	fgenesh2_pg.C_Chr_06000116	100915	100915	PF08311	PTHR14030,PTHR14030:SF4				GO:0007094	AT2G33560.1	BUBR1	BUB1-related (BUB1: budding uninhibited by benzymidazol 1)	Cre07.g351450.t1.1	g8176.t1	
27402189	fgenesh2_pg.C_Chr_06000123	100922	100922	PF13418,PF13415	PTHR23244					AT1G74150.1		Galactose oxidase/kelch repeat superfamily protein	Cre10.g433150.t1.2	g10686.t1,Cre10.g433150.t1.1	
27401909	fgenesh2_pg.C_Chr_06000125	100924	100924	PF04712	PTHR13159								Cre05.g242550.t1.2	g5300.t1,Cre05.g242550.t1.1	Radial spoke protein 6
27402106	fgenesh2_pg.C_Chr_06000138	100937	100937	PF16940	PTHR34935					AT1G06950.1	ATTIC110,TIC110	translocon at the inner envelope membrane of chloroplasts 110	Cre10.g452450.t1.2	g11113.t1,Cre10.g452450.t1.1,TIC110	110 kDa translocon of chloroplast envelope inner membrane
27401790	fgenesh2_pg.C_Chr_06000158	100957	100957	PF02190	PTHR14255,PTHR14255:SF4	KOG1400		K11793	GO:0006508,GO:0004176	AT2G25740.1		ATP-dependent protease La (LON) domain protein			
27402315	fgenesh2_pg.C_Chr_06000159	100958	100958	PF00400	PTHR22847,PTHR22847:SF442	KOG0645,KOG0313			GO:0005515	AT1G73720.1	SMU1	transducin family protein / WD-40 repeat family protein	Cre01.g032150.t1.1	g728.t1	Flagellar Associated Protein
